File	Accession	Alias	Sampling Campaign	Sampling Station	Sampling Platform	Event Label	Event Date/Time Start	Event Date/Time End	Latitude Start	Latitude Start Unit	Longitude Start	Longitude Start Unit	Latitude End	Latitude End Unit	Longitude End	Longitude End Unit	Depth	Depth Unit	Sample Collection Device	Protocol Label	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Sample Status	Last Update Date	Marine Region	Temperature	Temperature Unit	Salinity Sensor	Salinity Sensor Unit	Oxygen Sensor	Oxygen Sensor Unit	Nitrate Sensor	Nitrate Sensor Unit	Chlorophyll Sensor	Chlorophyll Sensor Unit	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Citation	Further Details	Project Name	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	
ERR562503	ERS491032	TARA_N000001440	TARA_20101231Z	TARA_084	SV Tara	TARA_20110103T1817Z_084_EVENT_NET	2011-01-03T18:17	2011-01-03T18:32	-60.4016	DD	-60.4488	DD	-60.4062	DD	-60.4421	DD	5	m	"PLANKTON NET, TYPE=Single, MESH_Size_(�m)=5, MOUTH_Opening_(m^2)=0.196349, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	1.954067	ºC	99999	psu	338.73025	µmol/kg	25.534528	µmol/L	0.065568	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	341164124	62489036392	2014-07-15	2015-11-04	
ERR562645	ERS488902	TARA_N000000012	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0940Z_039_EVENT_NET	2010-03-18T09:40	2010-03-18T09:44	18.5745	DD	66.4895	DD	18.5734	DD	66.4889	DD	25	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	n/a	26.897	ºC	36.2986	psu	193.990333	µmol/kg	-1.006357	µmol/L	0.134262	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	265681631	52801967427	2014-07-15	2015-11-04	
ERR562517	ERS491949	TARA_N000001650	TARA_20110401Z	TARA_102	SV Tara	TARA_20110421T2007Z_102_EVENT_PUMP	2011-04-21T20:07	2011-04-21T23:14	-5.2529	DD	-85.1545	DD	-5.254	DD	-85.2248	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-DNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)"	24.943108	ºC	34.748175	psu	205.992583	µmol/kg	11.688971	µmol/L	0.238224	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	401597787	79616586437	2014-07-15	2015-11-04	
ERR562601	ERS490366	TARA_N000000682	TARA_20100905Z	TARA_070	SV Tara	TARA_20100921T1202Z_070_EVENT_NET	2010-09-21T12:02	2010-09-21T12:10	-20.4107	DD	-3.1775	DD	-20.4102	DD	-3.181	DD	5	m	"PLANKTON NET, TYPE=Single, MESH_Size_(�m)=5, MOUTH_Opening_(m^2)=0.196349, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	n/a	19.858933	ºC	36.374733	psu	215.848333	µmol/kg	0.947728	µmol/L	0.186762	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	388156665	76237079733	2014-07-15	2015-11-04	
ERR562715	ERS490356	TARA_N000000666	TARA_20100905Z	TARA_070	SV Tara	TARA_20100921T0722Z_070_EVENT_NET	2010-09-21T07:22	2010-09-21T07:40	-20.4035	DD	-3.1859	DD	-20.4016	DD	-3.1913	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	19.776808	ºC	36.376225	psu	215.650833	µmol/kg	0.168013	µmol/L	0.324315	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	385140748	76056862666	2014-07-15	2015-11-04	
ERR562497	ERS488896	TARA_N000000011	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0505Z_039_EVENT_NET	2010-03-18T05:05	2010-03-18T05:08	18.5667	DD	66.522	DD	18.5664	DD	66.522	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	n/a	26.81765	ºC	36.285367	psu	193.3535	µmol/kg	-1.415582	µmol/L	0.099089	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	405855965	77731524356	2014-07-15	2015-11-04	
ERR562434	ERS489543	TARA_N000000598	TARA_20100515Z	TARA_052	SV Tara	TARA_20100517T0410Z_052_EVENT_PUMP	2010-05-17T04:10	2010-05-17T07:40	-16.957	DD	53.9801	DD	-17.2387	DD	53.9775	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029)	27.8684	ºC	34.566667	psu	191.68	µmol/kg	99999	µmol/L	0.176565	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	376887894	70399802317	2014-07-15	2015-11-04	
ERR562490	ERS491021	TARA_N000001362	TARA_20101231Z	TARA_084	SV Tara	TARA_20110103T1217Z_084_EVENT_NET	2011-01-03T12:17	2011-01-03T12:32	-60.2584	DD	-60.6226	DD	-60.2658	DD	-60.6155	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	1.84402	ºC	33.71972	psu	338.2982	µmol/kg	24.423039	µmol/L	0.109555	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	430159998	83196928171	2014-07-15	2015-11-04	
ERR562370	ERS492224	TARA_N000001740	TARA_20110509Z	TARA_109	SV Tara	TARA_20110513T2014Z_109_EVENT_NET	2011-05-13T20:14	2011-05-13T20:38	2.0218	DD	-84.5652	DD	2.0361	DD	-84.5565	DD	40	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-DNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)"	27.61049	ºC	33.46018	psu	203.11935	µmol/kg	1.072909	µmol/L	0.321279	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	253828676	49984653991	2014-07-15	2015-11-04	
ERR562593	ERS488900	TARA_N000000013	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0820Z_039_EVENT_NET	2010-03-18T08:20	2010-03-18T08:26	18.5743	DD	66.5029	DD	18.5701	DD	66.5018	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	27.2061	ºC	36.2858	psu	192.8985	µmol/kg	-0.306531	µmol/L	0.093048	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	383995305	72948239470	2014-07-15	2015-11-04	
ERR562701	ERS488915	TARA_N000000014	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T1041Z_039_EVENT_NET	2010-03-18T10:41	2010-03-18T10:47	18.5584	DD	66.4725	DD	18.5568	DD	66.4706	DD	25	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	26.748267	ºC	36.369233	psu	192.536833	µmol/kg	-0.737324	µmol/L	0.242524	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	411955789	77836882833	2014-07-15	2015-11-04	
ERR562728	ERS488633	TARA_A100001244	TARA_20100108Z	TARA_033	SV Tara	TARA_20100113T0716Z_033_EVENT_PUMP	2010-01-13T07:16	2010-01-13T11:09	21.9467	DD	38.2517	DD	22.1283	DD	38.1967	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-RNA(100L)_W0.8-20	0.8	20	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)"	27.329517	ºC	38.937417	psu	182.812167	µmol/kg	-0.000271	µmol/L	0.163228	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	168007902	32847024654	2014-07-15	2015-11-04	
ERR562428	ERS477965	TARA_A200000170	TARA_20090919Z	TARA_007	SV Tara	TARA_20090923T1754Z_007_EVENT_NET	2009-09-23T17:54Z	2009-09-23T18:08Z	37.0242	DD	1.9486	DD	37.0194	DD	1.9479	DD	5	m	PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version is NOT FINAL but can be used to provide data discovery services	2014-03-01Z	(search radius=5 degree) Marine Ecoregion:Western Mediterranean (MRGID:21896), Marine Ecoregion:Alboran Sea (MRGID:3324)	23.78695	ºC	37.53905	psu	99999	µmol/kg	99999	µmol/L	0.0298	mg Chl/m3	marine biome (ENVO:00000447)	surface water (ENVO:00002042) layer	particulate matter, including plankton (ENVO:xxxxxxxx)	water	tbd	tbd	Tara Oceans	ERC000030	235414685	46791879663	2014-06-23	2014-11-06	
ERR562481	ERS489128	TARA_N000000091	TARA_20100327Z	TARA_042	SV Tara	TARA_20100404T0828Z_042_EVENT_NET	2010-04-04T08:28	2010-04-04T08:40	5.9994	DD	73.8978	DD	5.9986	DD	73.8986	DD	80	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)"	27.50415	ºC	35.2057	psu	111.51025	µmol/kg	0.788282	µmol/L	0.36022	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	177317208	34712806046	2014-07-15	2015-11-04	
ERR562489	ERS488824	TARA_N000000042	TARA_20100309Z	TARA_038	SV Tara	TARA_20100315T1020Z_038_EVENT_NET	2010-03-15T10:20	2010-03-15T10:26	19.0199	DD	64.5315	DD	19.0172	DD	64.6168	DD	25	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-DNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	25.97815	ºC	99999	psu	159.877833	µmol/kg	1.056661	µmol/L	0.606464	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	184578260	36975902466	2014-07-15	2015-11-04	
ERR562687	ERS488696	TARA_N000000322	TARA_20100108Z	TARA_034	SV Tara	TARA_20100120T1150Z_034_EVENT_PUMP	2010-01-20T11:50	2010-01-20T13:43	18.4417	DD	39.8567	DD	18.49	DD	39.8483	DD	60	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(1L)_W5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)"	27.589917	ºC	38.916583	psu	175.384083	µmol/kg	0.08645	µmol/L	0.181406	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	1444573	433039705	2014-07-15	2015-11-04	
ERR562530	ERS477934	TARA_A200000123	TARA_20090919Z	TARA_007	SV Tara	TARA_20090923T1250Z_007_EVENT_PUMP	2009-09-23T12:50Z	2009-09-23T13:00Z	37.051	DD	1.9378	DD	37.0465	DD	1.9426	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-DNA(100L)_W0.8-5	0.8	5	This version is NOT FINAL but can be used to provide data discovery services	2014-03-01Z	(search radius=5 degree) Marine Ecoregion:Western Mediterranean (MRGID:21896), Marine Ecoregion:Alboran Sea (MRGID:3324)	23.82575	ºC	37.4911	psu	99999	µmol/kg	99999	µmol/L	0.0812	mg Chl/m3	marine biome (ENVO:00000447)	surface water (ENVO:00002042) layer	particulate matter, including plankton (ENVO:xxxxxxxx)	water	tbd	tbd	Tara Oceans	ERC000030	132728062	24395062982	2014-06-26	2014-11-06	
ERR562707	ERS488900	TARA_N000000013	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0820Z_039_EVENT_NET	2010-03-18T08:20	2010-03-18T08:26	18.5743	DD	66.5029	DD	18.5701	DD	66.5018	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	27.2061	ºC	36.2858	psu	192.8985	µmol/kg	-0.306531	µmol/L	0.093048	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	383995305	72948239470	2014-07-15	2015-11-04	
ERR562464	ERS488156	TARA_X000001056	TARA_20090926Z	TARA_009	SV Tara	TARA_20090928T1659Z_009_EVENT_PUMP	2009-09-28T16:59	2009-09-28T19:36	39.0609	DD	5.9422	DD	39.0857	DD	5.8215	DD	55	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-RNA(1L)_W5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:Western Mediterranean (MRGID:21896)	16.151933	ºC	37.8232	psu	99999	µmol/kg	99999	µmol/L	0.434367	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	9592625	2344313384	2014-07-15	2015-11-04	
ERR562437	ERS492895	TARA_N000002017	TARA_20110726Z	TARA_125	SV Tara	TARA_20110808T1733Z_125_EVENT_PUMP	2011-08-08T17:33	2011-08-08T19:54	-8.9111	DD	-142.5571	DD	-8.895	DD	-142.6228	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-DNA(100L)_W0.8->	0.8	>	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.780158	ºC	35.427733	psu	187.302833	µmol/kg	4.985942	µmol/L	0.233673	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	679732434	127996046631	2014-07-15	2015-11-04	
ERR562468	ERS490582	TARA_N000000863	TARA_20101003Z	TARA_076	SV Tara	TARA_20101016T1245Z_076_EVENT_NET	2010-10-16T12:45	2010-10-16T13:07	-20.9724	DD	-35.2724	DD	-20.9786	DD	-35.2841	DD	5	m	"PLANKTON NET, TYPE=Single, MESH_Size_(�m)=5, MOUTH_Opening_(m^2)=0.196349, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	23.366483	ºC	37.084467	psu	206.1265	µmol/kg	0.030608	µmol/L	0	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	177637048	34527448300	2014-07-15	2015-11-04	
ERR562617	ERS488900	TARA_N000000013	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0820Z_039_EVENT_NET	2010-03-18T08:20	2010-03-18T08:26	18.5743	DD	66.5029	DD	18.5701	DD	66.5018	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	27.2061	ºC	36.2858	psu	192.8985	µmol/kg	-0.306531	µmol/L	0.093048	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	383995305	72948239470	2014-07-15	2015-11-04	
ERR562426	ERS491010	TARA_N000001006	TARA_20101231Z	TARA_084	SV Tara	TARA_20110103T1105Z_084_EVENT_PUMP	2011-01-03T11:05	2011-01-03T16:00	-60.2287	DD	-60.6476	DD	-60.3606	DD	-60.5096	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-RNA(100L)_W0.8->	0.8	>	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	1.84402	ºC	33.71972	psu	338.2982	µmol/kg	24.423039	µmol/L	0.109555	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	376184487	74301322252	2014-07-15	2015-11-04	
ERR562419	ERS490679	TARA_N000001514	TARA_20101031Z	TARA_078	SV Tara	TARA_20101104T1131Z_078_EVENT_NET	2010-11-04T11:31	2010-11-04T11:51	-30.1506	DD	-43.2877	DD	-30.1549	DD	-43.2869	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	19.854083	ºC	36.32425	psu	221.47475	µmol/kg	-0.385346	µmol/L	0.053173	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	190401285	37544184088	2014-07-15	2015-11-04	
ERR562470	ERS488695	TARA_N000000327	TARA_20100108Z	TARA_034	SV Tara	TARA_20100120T1150Z_034_EVENT_PUMP	2010-01-20T11:50	2010-01-20T13:43	18.4417	DD	39.8567	DD	18.49	DD	39.8483	DD	60	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)"	27.589917	ºC	38.916583	psu	175.384083	µmol/kg	0.08645	µmol/L	0.181406	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	184509591	35905489465	2014-07-15	2015-11-04	
ERR562609	ERS488896	TARA_N000000011	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0505Z_039_EVENT_NET	2010-03-18T05:05	2010-03-18T05:08	18.5667	DD	66.522	DD	18.5664	DD	66.522	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	n/a	26.81765	ºC	36.285367	psu	193.3535	µmol/kg	-1.415582	µmol/L	0.099089	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	405855965	77731524356	2014-07-15	2015-11-04	
ERR562682	ERS490564	TARA_N000000879	TARA_20101003Z	TARA_076	SV Tara	TARA_20101016T1016Z_076_EVENT_NET	2010-10-16T10:16	2010-10-16T10:35	-20.9406	DD	-35.196	DD	-20.9424	DD	-35.2027	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	23.349542	ºC	37.101367	psu	206.194333	µmol/kg	0.030608	µmol/L	0.033622	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	423375072	83480078227	2014-07-15	2015-11-04	
ERR562414	ERS488420	TARA_A100000759	TARA_20091111Z	TARA_020	SV Tara	TARA_20091112T1744Z_020_EVENT_NET	2009-11-12T17:44	2009-11-12T17:53	34.4064	DD	15.043	DD	34.4039	DD	15.0471	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)"	99999	ºC	99999	psu	99999	µmol/kg	99999	µmol/L	99999	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	329210331	62480889040	2014-07-15	2015-11-04	
ERR562408	ERS490572	TARA_N000000871	TARA_20101003Z	TARA_076	SV Tara	TARA_20101016T1118Z_076_EVENT_NET	2010-10-16T11:18	2010-10-16T11:39	-20.9514	DD	-35.2273	DD	-20.9554	DD	-35.2366	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	23.349542	ºC	37.101367	psu	206.194333	µmol/kg	0.030608	µmol/L	0.033622	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	426183940	80618968906	2014-07-15	2015-11-04	
ERR562441	ERS492821	TARA_N000002223	TARA_20110726Z	TARA_124	SV Tara	TARA_20110804T1833Z_124_EVENT_PUMP	2011-08-04T18:33	2011-08-04T22:00	-9.1504	DD	-140.5216	DD	-9.1552	DD	-140.5284	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-DNA(100L)_W0.22-3	0.22	3	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.518986	ºC	35.396729	psu	190.724	µmol/kg	5.111856	µmol/L	0.286662	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	128448314	25281088328	2014-07-15	2015-11-04	
