study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6610	SAMEA2622461	ERS492330	ERX521569	ERR562461	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562461/ERR562461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562461/ERR562461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562461/ERR562461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562461/ERR562461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAFOSW_1_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAFOSW_1_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAFOSW_1_1_64F3FAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAFOSW_1_2_64F3FAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562461	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562461		
PRJEB6610	SAMEA2657039	ERS488684	ERX521745	ERR562462	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562462/ERR562462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562462/ERR562462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562462/ERR562462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562462/ERR562462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGDOSW_7_1_70H17AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGDOSW_7_2_70H17AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGDOSW_7_1_70H17AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGDOSW_7_2_70H17AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562462	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562462		
PRJEB6610	SAMEA2657041	ERS488822	ERX521640	ERR562463	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562463/ERR562463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562463/ERR562463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562463/ERR562463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562463/ERR562463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGMOSW_1_1_64MD3AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGMOSW_1_2_64MD3AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGMOSW_1_1_64MD3AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGMOSW_1_2_64MD3AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562463	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562463		
PRJEB6610	SAMEA2619557	ERS488156	ERX521482	ERR562464	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562464/ERR562464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562464/ERR562464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562464/ERR562464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562464/ERR562464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACLOSW_2_1_64F3FAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACLOSW_2_2_64F3FAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACLOSW_2_1_64F3FAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACLOSW_2_2_64F3FAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562464	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562464		
PRJEB6610	SAMEA2656967	ERS488902	ERX521560	ERR562465	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562465/ERR562465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562465/ERR562465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562465/ERR562465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562465/ERR562465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_1_1_H0HVYADXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_1_2_H0HVYADXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_1_1_H0HVYADXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AHDOSW_1_2_H0HVYADXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562465	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562465		
PRJEB6610	SAMEA2619811	ERS488554	ERX521686	ERR562466	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562466/ERR562466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562466/ERR562466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562466/ERR562466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562466/ERR562466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALLOSW_8_1_70H17AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALLOSW_8_2_70H17AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALLOSW_8_1_70H17AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALLOSW_8_2_70H17AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562466	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562466		
PRJEB6610	SAMEA2619657	ERS488309	ERX521708	ERR562467	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562467/ERR562467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562467/ERR562467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562467/ERR562467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562467/ERR562467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAMOSW_5_1_64F3FAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAMOSW_5_2_64F3FAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAMOSW_5_1_64F3FAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAMOSW_5_2_64F3FAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562467	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562467		
PRJEB6610	SAMEA2657095	ERS490582	ERX521520	ERR562468	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562468/ERR562468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562468/ERR562468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562468/ERR562468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562468/ERR562468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKMOSW_5_1_70H17AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKMOSW_5_2_70H17AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKMOSW_5_1_70H17AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKMOSW_5_2_70H17AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562468	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562468		
PRJEB6610	SAMEA2625587	ERS478038	ERX521404	ERR562469	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562469/ERR562469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562469/ERR562469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562469/ERR562469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562469/ERR562469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFCOSW_2_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFCOSW_2_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFCOSW_2_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFCOSW_2_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562469	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562469		
PRJEB6610	SAMEA2619917	ERS488695	ERX521500	ERR562470	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562470/ERR562470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562470/ERR562470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562470/ERR562470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562470/ERR562470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_1_1_64L7PAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_1_2_64L7PAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_1_1_64L7PAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_1_2_64L7PAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562470	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562470		
PRJEB6610	SAMEA2591115	ERS478024	ERX521728	ERR562471	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562471/ERR562471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562471/ERR562471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562471/ERR562471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562471/ERR562471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEROSW_6_1_66109AAXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEROSW_6_2_66109AAXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEROSW_6_1_66109AAXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEROSW_6_2_66109AAXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562471	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562471		
PRJEB6610	SAMEA2611385	ERS478008	ERX521526	ERR562472	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562472/ERR562472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562472/ERR562472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562472/ERR562472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562472/ERR562472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEBOSW_6_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEBOSW_6_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEBOSW_6_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AEBOSW_6_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562472	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562472		
PRJEB6610	SAMEA2657033	ERS491028	ERX521400	ERR562473	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562473/ERR562473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562473/ERR562473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562473/ERR562473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562473/ERR562473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARSOSW_7_1_70DGUAAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARSOSW_7_2_70DGUAAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARSOSW_7_1_70DGUAAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARSOSW_7_2_70DGUAAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562473	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562473		
PRJEB6610	SAMEA2657003	ERS488257	ERX521468	ERR562474	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562474/ERR562474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562474/ERR562474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562474/ERR562474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562474/ERR562474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADFOSW_3_1_64F3FAAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADFOSW_3_2_64F3FAAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADFOSW_3_1_64F3FAAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADFOSW_3_2_64F3FAAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562474	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562474		
PRJEB6610	SAMEA2619551	ERS488150	ERX521580	ERR562475	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562475/ERR562475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562475/ERR562475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562475/ERR562475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562475/ERR562475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACKOSW_7_1_70H17AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACKOSW_7_2_70H17AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACKOSW_7_1_70H17AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACKOSW_7_2_70H17AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562475	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562475		
PRJEB6610	SAMEA2657065	ERS490216	ERX521579	ERR562476	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562476/ERR562476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562476/ERR562476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562476/ERR562476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562476/ERR562476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMFOSW_1_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMFOSW_1_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMFOSW_1_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMFOSW_1_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562476	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562476		
PRJEB6610	SAMEA2620090	ERS488925	ERX521537	ERR562477	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562477/ERR562477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562477/ERR562477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562477/ERR562477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562477/ERR562477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVGOSW_5_1_64F3FAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVGOSW_5_2_64F3FAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVGOSW_5_1_64F3FAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVGOSW_5_2_64F3FAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562477	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562477		
PRJEB6610	SAMEA2621542	ERS491101	ERX521626	ERR562478	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562478/ERR562478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562478/ERR562478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562478/ERR562478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562478/ERR562478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASEOSW_6_1_64MD3AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASEOSW_6_2_64MD3AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASEOSW_6_1_64MD3AAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ASEOSW_6_2_64MD3AAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562478	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562478		
PRJEB6610	SAMEA2657059	ERS487930	ERX521749	ERR562479	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562479/ERR562479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562479/ERR562479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562479/ERR562479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562479/ERR562479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATMOSW_7_1_64MD3AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATMOSW_7_2_64MD3AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATMOSW_7_1_64MD3AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ATMOSW_7_2_64MD3AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562479	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562479		
PRJEB6610	SAMEA2622699	ERS492708	ERX521676	ERR562480	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562480/ERR562480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562480/ERR562480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562480/ERR562480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562480/ERR562480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCNOSW_7_1_64F3FAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCNOSW_7_2_64F3FAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCNOSW_7_1_64F3FAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCNOSW_7_2_64F3FAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562480	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562480		
PRJEB6610	SAMEA2657004	ERS489128	ERX521623	ERR562481	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562481/ERR562481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562481/ERR562481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562481/ERR562481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562481/ERR562481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALVOSW_8_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALVOSW_8_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALVOSW_8_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALVOSW_8_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562481	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562481		
PRJEB6610	SAMEA2656985	ERS488678	ERX521652	ERR562482	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562482/ERR562482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562482/ERR562482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562482/ERR562482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562482/ERR562482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFVOSW_7_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFVOSW_7_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFVOSW_7_1_70H17AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFVOSW_7_2_70H17AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562482	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562482		
