Sample	Location	LocIndex
smp_SRS018595	buccal_mucosa	7
smp_SRS018597	attached_keratinized_gingiva	5
smp_SRS018599	palatine_tonsils	2
smp_SRS018601	throat	3
smp_SRS018603	supragingival_plaque	8
smp_SRS018605	subgingival_plaque	9
smp_SRS018607	stool	0
smp_SRS018625	saliva	4
smp_SRS018629	tongue_dorsum	1
smp_SRS018631	hard_palate	6
smp_SRS018633	buccal_mucosa	7
smp_SRS018635	attached_keratinized_gingiva	5
smp_SRS018637	palatine_tonsils	2
smp_SRS018639	throat	3
smp_SRS018641	supragingival_plaque	8
smp_SRS018643	subgingival_plaque	9
smp_SRS018647	right_retroauricular_crease	11
smp_SRS018649	left_antecubital_fossa	13
smp_SRS018651	right_antecubital_fossa	14
smp_SRS018653	anterior_nares	12
smp_SRS018655	stool	0
smp_SRS018676	saliva	4
smp_SRS018680	tongue_dorsum	1
smp_SRS018682	hard_palate	6
smp_SRS018684	buccal_mucosa	7
smp_SRS018686	attached_keratinized_gingiva	5
smp_SRS018688	palatine_tonsils	2
smp_SRS018692	supragingival_plaque	8
smp_SRS018694	subgingival_plaque	9
smp_SRS018696	anterior_nares	12
smp_SRS018698	left_retroauricular_crease	10
smp_SRS018700	right_retroauricular_crease	11
smp_SRS018702	left_antecubital_fossa	13
smp_SRS018704	right_antecubital_fossa	14
smp_SRS018706	vaginal_introitus	15
smp_SRS018708	mid_vagina	16
smp_SRS018710	posterior_fornix	17
smp_SRS018712	stool	0
smp_SRS018733	stool	0
smp_SRS018735	saliva	4
smp_SRS018739	tongue_dorsum	1
smp_SRS018741	hard_palate	6
smp_SRS018743	buccal_mucosa	7
smp_SRS018745	attached_keratinized_gingiva	5
smp_SRS018747	palatine_tonsils	2
smp_SRS018749	throat	3
smp_SRS018751	supragingival_plaque	8
smp_SRS018753	subgingival_plaque	9
smp_SRS018755	left_retroauricular_crease	10
smp_SRS018757	right_retroauricular_crease	11
smp_SRS018761	right_antecubital_fossa	14
smp_SRS018763	anterior_nares	12
smp_SRS018765	vaginal_introitus	15
smp_SRS018767	mid_vagina	16
smp_SRS018769	posterior_fornix	17
smp_SRS018787	saliva	4
smp_SRS018791	tongue_dorsum	1
smp_SRS018793	hard_palate	6
smp_SRS018795	buccal_mucosa	7
smp_SRS018797	attached_keratinized_gingiva	5
smp_SRS018799	palatine_tonsils	2
smp_SRS018801	throat	3
smp_SRS018803	supragingival_plaque	8
smp_SRS018805	subgingival_plaque	9
smp_SRS018807	left_retroauricular_crease	10
smp_SRS018809	right_retroauricular_crease	11
smp_SRS018811	left_antecubital_fossa	13
smp_SRS018815	anterior_nares	12
smp_SRS018817	stool	0
smp_SRS018838	saliva	4
smp_SRS018842	tongue_dorsum	1
smp_SRS018844	hard_palate	6
smp_SRS018846	buccal_mucosa	7
smp_SRS018848	attached_keratinized_gingiva	5
smp_SRS018850	palatine_tonsils	2
smp_SRS018852	throat	3
smp_SRS018854	supragingival_plaque	8
smp_SRS018858	left_retroauricular_crease	10
smp_SRS018860	right_retroauricular_crease	11
smp_SRS018864	right_antecubital_fossa	14
smp_SRS018866	vaginal_introitus	15
smp_SRS018868	mid_vagina	16
smp_SRS018870	posterior_fornix	17
smp_SRS018872	stool	0
smp_SRS018890	saliva	4
smp_SRS018894	tongue_dorsum	1
smp_SRS018896	hard_palate	6
smp_SRS018898	buccal_mucosa	7
smp_SRS018900	attached_keratinized_gingiva	5
smp_SRS018902	palatine_tonsils	2
smp_SRS018904	throat	3
smp_SRS018906	supragingival_plaque	8
smp_SRS018908	subgingival_plaque	9
smp_SRS018910	left_retroauricular_crease	10
smp_SRS018912	right_retroauricular_crease	11
smp_SRS018914	left_antecubital_fossa	13
smp_SRS018916	right_antecubital_fossa	14
smp_SRS018918	anterior_nares	12
smp_SRS018920	stool	0
smp_SRS018938	saliva	4
smp_SRS018942	tongue_dorsum	1
smp_SRS018944	hard_palate	6
smp_SRS018946	buccal_mucosa	7
smp_SRS018948	attached_keratinized_gingiva	5
smp_SRS018950	palatine_tonsils	2
smp_SRS018952	throat	3
smp_SRS018954	supragingival_plaque	8
smp_SRS018956	subgingival_plaque	9
smp_SRS018958	left_retroauricular_crease	10
smp_SRS018960	right_retroauricular_crease	11
smp_SRS018962	left_antecubital_fossa	13
smp_SRS018964	right_antecubital_fossa	14
smp_SRS018966	anterior_nares	12
smp_SRS018968	stool	0
smp_SRS018985	tongue_dorsum	1
smp_SRS018987	hard_palate	6
smp_SRS018989	buccal_mucosa	7
smp_SRS018991	attached_keratinized_gingiva	5
smp_SRS018993	palatine_tonsils	2
smp_SRS018995	throat	3
smp_SRS018997	supragingival_plaque	8
smp_SRS018999	subgingival_plaque	9
smp_SRS019001	left_retroauricular_crease	10
smp_SRS019003	right_retroauricular_crease	11
smp_SRS019005	left_antecubital_fossa	13
smp_SRS019007	right_antecubital_fossa	14
smp_SRS019009	anterior_nares	12
smp_SRS019011	saliva	4
smp_SRS019013	stool	0
smp_SRS019079	left_retroauricular_crease	10
smp_SRS019081	right_retroauricular_crease	11
smp_SRS019083	left_antecubital_fossa	13
smp_SRS019085	right_antecubital_fossa	14
smp_SRS019087	anterior_nares	12
smp_SRS019089	stool	0
smp_SRS019091	saliva	4
smp_SRS019095	tongue_dorsum	1
smp_SRS019097	hard_palate	6
smp_SRS019099	buccal_mucosa	7
smp_SRS019101	attached_keratinized_gingiva	5
smp_SRS019103	palatine_tonsils	2
smp_SRS019105	throat	3
smp_SRS019107	supragingival_plaque	8
smp_SRS019109	subgingival_plaque	9
smp_SRS019111	tongue_dorsum	1
smp_SRS019180	left_retroauricular_crease	10
smp_SRS019182	right_retroauricular_crease	11
smp_SRS019186	right_antecubital_fossa	14
smp_SRS019231	left_retroauricular_crease	10
smp_SRS019233	right_retroauricular_crease	11
smp_SRS019235	left_antecubital_fossa	13
smp_SRS019237	right_antecubital_fossa	14
smp_SRS019239	anterior_nares	12
smp_SRS019241	vaginal_introitus	15
smp_SRS019243	mid_vagina	16
smp_SRS019245	posterior_fornix	17
smp_SRS019247	tongue_dorsum	1
smp_SRS019249	hard_palate	6
smp_SRS019251	buccal_mucosa	7
smp_SRS019253	attached_keratinized_gingiva	5
smp_SRS019255	palatine_tonsils	2
smp_SRS019257	throat	3
smp_SRS019259	supragingival_plaque	8
smp_SRS019261	subgingival_plaque	9
smp_SRS019263	saliva	4
smp_SRS019267	stool	0
smp_SRS019288	saliva	4
smp_SRS019292	tongue_dorsum	1
smp_SRS019294	hard_palate	6
smp_SRS019296	buccal_mucosa	7
smp_SRS019298	attached_keratinized_gingiva	5
smp_SRS019300	palatine_tonsils	2
smp_SRS019302	throat	3
smp_SRS019308	left_retroauricular_crease	10
smp_SRS019310	right_retroauricular_crease	11
smp_SRS019312	left_antecubital_fossa	13
smp_SRS019314	right_antecubital_fossa	14
smp_SRS019345	saliva	4
smp_SRS019349	tongue_dorsum	1
smp_SRS019351	hard_palate	6
smp_SRS019353	buccal_mucosa	7
smp_SRS019355	attached_keratinized_gingiva	5
smp_SRS019357	palatine_tonsils	2
smp_SRS019359	throat	3
smp_SRS019361	supragingival_plaque	8
smp_SRS019363	subgingival_plaque	9
smp_SRS019365	left_retroauricular_crease	10
smp_SRS019367	right_retroauricular_crease	11
smp_SRS019369	left_antecubital_fossa	13
smp_SRS019371	right_antecubital_fossa	14
smp_SRS019373	anterior_nares	12
smp_SRS019375	vaginal_introitus	15
smp_SRS019377	mid_vagina	16
smp_SRS019379	posterior_fornix	17
smp_SRS019381	stool	0
smp_SRS019399	left_retroauricular_crease	10
smp_SRS019401	right_retroauricular_crease	11
smp_SRS019403	left_antecubital_fossa	13
smp_SRS019405	right_antecubital_fossa	14
smp_SRS019447	left_retroauricular_crease	10
smp_SRS019449	right_retroauricular_crease	11
smp_SRS019451	left_antecubital_fossa	13
smp_SRS019453	right_antecubital_fossa	14
smp_SRS019498	left_retroauricular_crease	10
smp_SRS019500	right_retroauricular_crease	11
smp_SRS019508	vaginal_introitus	15
smp_SRS019510	mid_vagina	16
smp_SRS019512	posterior_fornix	17
smp_SRS019518	tongue_dorsum	1
smp_SRS019520	hard_palate	6
smp_SRS019522	buccal_mucosa	7
smp_SRS019524	attached_keratinized_gingiva	5
smp_SRS019526	palatine_tonsils	2
smp_SRS019528	throat	3
smp_SRS019530	supragingival_plaque	8
smp_SRS019532	subgingival_plaque	9
smp_SRS019534	stool	0
smp_SRS019552	left_retroauricular_crease	10
smp_SRS019554	right_retroauricular_crease	11
smp_SRS019556	left_antecubital_fossa	13
smp_SRS019558	right_antecubital_fossa	14
smp_SRS019560	anterior_nares	12
smp_SRS019562	saliva	4
smp_SRS019566	tongue_dorsum	1
smp_SRS019568	hard_palate	6
smp_SRS019570	buccal_mucosa	7
smp_SRS019572	attached_keratinized_gingiva	5
smp_SRS019574	palatine_tonsils	2
smp_SRS019576	throat	3
smp_SRS019578	supragingival_plaque	8
smp_SRS019580	subgingival_plaque	9
smp_SRS019582	stool	0
smp_SRS019623	left_retroauricular_crease	10
smp_SRS019625	right_retroauricular_crease	11
smp_SRS019627	left_antecubital_fossa	13
smp_SRS019629	right_antecubital_fossa	14
smp_SRS019661	tongue_dorsum	1
smp_SRS019663	hard_palate	6
smp_SRS019665	buccal_mucosa	7
smp_SRS019667	attached_keratinized_gingiva	5
smp_SRS019669	throat	3
smp_SRS019671	supragingival_plaque	8
smp_SRS019673	subgingival_plaque	9
smp_SRS019675	left_retroauricular_crease	10
smp_SRS019677	right_retroauricular_crease	11
smp_SRS019679	left_antecubital_fossa	13
smp_SRS019681	right_antecubital_fossa	14
smp_SRS019683	anterior_nares	12
smp_SRS019685	stool	0
smp_SRS019705	left_retroauricular_crease	10
smp_SRS019709	right_antecubital_fossa	14
smp_SRS019735	throat	3
smp_SRS019757	tongue_dorsum	1
smp_SRS019759	hard_palate	6
smp_SRS019761	buccal_mucosa	7
smp_SRS019763	attached_keratinized_gingiva	5
smp_SRS019765	palatine_tonsils	2
smp_SRS019767	throat	3
smp_SRS019769	supragingival_plaque	8
smp_SRS019771	subgingival_plaque	9
smp_SRS019773	left_retroauricular_crease	10
smp_SRS019775	right_retroauricular_crease	11
smp_SRS019777	left_antecubital_fossa	13
smp_SRS019779	right_antecubital_fossa	14
smp_SRS019781	anterior_nares	12
smp_SRS019783	saliva	4
smp_SRS019787	stool	0
smp_SRS019789	palatine_tonsils	2
smp_SRS019830	left_retroauricular_crease	10
smp_SRS019832	right_retroauricular_crease	11
smp_SRS019842	mid_vagina	16
smp_SRS019844	posterior_fornix	17
smp_SRS019846	stool	0
smp_SRS019880	left_retroauricular_crease	10
smp_SRS019882	right_retroauricular_crease	11
smp_SRS019884	left_antecubital_fossa	13
smp_SRS019886	right_antecubital_fossa	14
smp_SRS019888	anterior_nares	12
smp_SRS019890	saliva	4
smp_SRS019894	tongue_dorsum	1
smp_SRS019896	hard_palate	6
smp_SRS019898	buccal_mucosa	7
smp_SRS019900	attached_keratinized_gingiva	5
smp_SRS019902	palatine_tonsils	2
smp_SRS019904	throat	3
smp_SRS019906	supragingival_plaque	8
smp_SRS019908	subgingival_plaque	9
smp_SRS019910	stool	0
smp_SRS019990	stool	0
smp_SRS019998	saliva	4
smp_SRS020002	tongue_dorsum	1
smp_SRS020004	hard_palate	6
smp_SRS020006	buccal_mucosa	7
smp_SRS020008	attached_keratinized_gingiva	5
smp_SRS020010	palatine_tonsils	2
smp_SRS020012	throat	3
smp_SRS020014	supragingival_plaque	8
smp_SRS020016	subgingival_plaque	9
smp_SRS020018	left_retroauricular_crease	10
smp_SRS020020	right_retroauricular_crease	11
smp_SRS020022	left_antecubital_fossa	13
smp_SRS020024	right_antecubital_fossa	14
smp_SRS020026	anterior_nares	12
smp_SRS020028	vaginal_introitus	15
smp_SRS020030	mid_vagina	16
smp_SRS020032	posterior_fornix	17
smp_SRS020119	stool	0
smp_SRS020127	saliva	4
smp_SRS020131	tongue_dorsum	1
smp_SRS020133	hard_palate	6
smp_SRS020135	buccal_mucosa	7
smp_SRS020137	attached_keratinized_gingiva	5
smp_SRS020139	palatine_tonsils	2
smp_SRS020141	throat	3
smp_SRS020143	supragingival_plaque	8
smp_SRS020145	subgingival_plaque	9
smp_SRS020147	left_retroauricular_crease	10
smp_SRS020149	right_retroauricular_crease	11
smp_SRS020151	left_antecubital_fossa	13
smp_SRS020153	right_antecubital_fossa	14
smp_SRS020155	anterior_nares	12
smp_SRS020176	stool	0
smp_SRS020184	saliva	4
smp_SRS020188	tongue_dorsum	1
smp_SRS020190	hard_palate	6
smp_SRS020192	buccal_mucosa	7
smp_SRS020194	attached_keratinized_gingiva	5
smp_SRS020196	palatine_tonsils	2
smp_SRS020198	throat	3
smp_SRS020200	supragingival_plaque	8
smp_SRS020202	subgingival_plaque	9
smp_SRS020204	left_retroauricular_crease	10
smp_SRS020206	right_retroauricular_crease	11
smp_SRS020208	left_antecubital_fossa	13
smp_SRS020210	right_antecubital_fossa	14
smp_SRS020212	anterior_nares	12
smp_SRS020233	stool	0
smp_SRS020241	saliva	4
smp_SRS020245	tongue_dorsum	1
smp_SRS020247	hard_palate	6
smp_SRS020249	buccal_mucosa	7
smp_SRS020251	attached_keratinized_gingiva	5
smp_SRS020253	palatine_tonsils	2
smp_SRS020255	throat	3
smp_SRS020257	supragingival_plaque	8
smp_SRS020259	subgingival_plaque	9
smp_SRS020261	left_retroauricular_crease	10
smp_SRS020263	right_retroauricular_crease	11
smp_SRS020265	left_antecubital_fossa	13
smp_SRS020267	right_antecubital_fossa	14
smp_SRS020269	anterior_nares	12
smp_SRS020290	stool	0
smp_SRS020298	saliva	4
smp_SRS020302	tongue_dorsum	1
smp_SRS020304	hard_palate	6
smp_SRS020306	buccal_mucosa	7
smp_SRS020308	attached_keratinized_gingiva	5
smp_SRS020310	palatine_tonsils	2
smp_SRS020312	throat	3
smp_SRS020314	supragingival_plaque	8
smp_SRS020316	subgingival_plaque	9
smp_SRS020318	left_retroauricular_crease	10
smp_SRS020320	right_retroauricular_crease	11
smp_SRS020322	left_antecubital_fossa	13
smp_SRS020324	right_antecubital_fossa	14
smp_SRS020326	anterior_nares	12
smp_SRS020350	stool	0
smp_SRS020358	saliva	4
smp_SRS020362	tongue_dorsum	1
smp_SRS020364	hard_palate	6
smp_SRS020366	buccal_mucosa	7
smp_SRS020368	attached_keratinized_gingiva	5
smp_SRS020370	palatine_tonsils	2
smp_SRS020372	throat	3
smp_SRS020374	supragingival_plaque	8
smp_SRS020376	subgingival_plaque	9
smp_SRS020378	left_retroauricular_crease	10
smp_SRS020380	right_retroauricular_crease	11
smp_SRS020382	left_antecubital_fossa	13
smp_SRS020384	right_antecubital_fossa	14
smp_SRS020386	anterior_nares	12
smp_SRS020388	vaginal_introitus	15
smp_SRS020390	mid_vagina	16
smp_SRS020392	posterior_fornix	17
smp_SRS020413	stool	0
smp_SRS020421	saliva	4
smp_SRS020425	tongue_dorsum	1
smp_SRS020427	hard_palate	6
smp_SRS020429	buccal_mucosa	7
smp_SRS020431	attached_keratinized_gingiva	5
smp_SRS020433	palatine_tonsils	2
smp_SRS020435	throat	3
smp_SRS020437	supragingival_plaque	8
smp_SRS020439	subgingival_plaque	9
smp_SRS020441	left_retroauricular_crease	10
smp_SRS020443	right_retroauricular_crease	11
smp_SRS020445	left_antecubital_fossa	13
smp_SRS020447	right_antecubital_fossa	14
smp_SRS020449	anterior_nares	12
smp_SRS020470	stool	0
smp_SRS020478	saliva	4
smp_SRS020482	hard_palate	6
smp_SRS020484	tongue_dorsum	1
smp_SRS020486	buccal_mucosa	7
smp_SRS020488	attached_keratinized_gingiva	5
smp_SRS020490	palatine_tonsils	2
smp_SRS020492	throat	3
smp_SRS020494	supragingival_plaque	8
smp_SRS020496	subgingival_plaque	9
smp_SRS020498	left_retroauricular_crease	10
smp_SRS020500	right_retroauricular_crease	11
smp_SRS020502	left_antecubital_fossa	13
smp_SRS020527	stool	0
smp_SRS020535	saliva	4
smp_SRS020539	tongue_dorsum	1
smp_SRS020541	hard_palate	6
smp_SRS020543	buccal_mucosa	7
smp_SRS020545	attached_keratinized_gingiva	5
smp_SRS020547	palatine_tonsils	2
smp_SRS020549	throat	3
smp_SRS020551	supragingival_plaque	8
smp_SRS020553	subgingival_plaque	9
smp_SRS020555	left_retroauricular_crease	10
smp_SRS020557	right_retroauricular_crease	11
smp_SRS020559	left_antecubital_fossa	13
smp_SRS020561	right_antecubital_fossa	14
smp_SRS020563	anterior_nares	12
smp_SRS020584	stool	0
smp_SRS020592	saliva	4
smp_SRS020596	tongue_dorsum	1
smp_SRS020598	hard_palate	6
smp_SRS020600	buccal_mucosa	7
smp_SRS020602	attached_keratinized_gingiva	5
smp_SRS020604	palatine_tonsils	2
smp_SRS020606	throat	3
smp_SRS020608	supragingival_plaque	8
smp_SRS020610	subgingival_plaque	9
smp_SRS020612	left_retroauricular_crease	10
smp_SRS020614	right_retroauricular_crease	11
smp_SRS020616	left_antecubital_fossa	13
smp_SRS020618	right_antecubital_fossa	14
smp_SRS020620	anterior_nares	12
smp_SRS020641	stool	0
smp_SRS020649	saliva	4
smp_SRS020653	tongue_dorsum	1
smp_SRS020655	hard_palate	6
smp_SRS020657	buccal_mucosa	7
smp_SRS020659	attached_keratinized_gingiva	5
smp_SRS020661	palatine_tonsils	2
smp_SRS020663	throat	3
smp_SRS020665	supragingival_plaque	8
smp_SRS020667	subgingival_plaque	9
smp_SRS020669	left_retroauricular_crease	10
smp_SRS020671	right_retroauricular_crease	11
smp_SRS020677	anterior_nares	12
smp_SRS020698	stool	0
smp_SRS020706	saliva	4
smp_SRS020710	tongue_dorsum	1
smp_SRS020712	hard_palate	6
smp_SRS020714	buccal_mucosa	7
smp_SRS020716	attached_keratinized_gingiva	5
smp_SRS020718	palatine_tonsils	2
smp_SRS020720	throat	3
smp_SRS020722	supragingival_plaque	8
smp_SRS020724	subgingival_plaque	9
smp_SRS020726	left_retroauricular_crease	10
smp_SRS020728	right_retroauricular_crease	11
smp_SRS020732	right_antecubital_fossa	14
smp_SRS020755	stool	0
smp_SRS020763	saliva	4
smp_SRS020767	tongue_dorsum	1
smp_SRS020769	hard_palate	6
smp_SRS020771	buccal_mucosa	7
smp_SRS020773	attached_keratinized_gingiva	5
smp_SRS020775	palatine_tonsils	2
smp_SRS020777	throat	3
smp_SRS020779	supragingival_plaque	8
smp_SRS020781	subgingival_plaque	9
smp_SRS020783	left_retroauricular_crease	10
smp_SRS020785	right_retroauricular_crease	11
smp_SRS020789	right_antecubital_fossa	14
smp_SRS020791	anterior_nares	12
smp_SRS020811	stool	0
smp_SRS020819	saliva	4
smp_SRS020823	tongue_dorsum	1
smp_SRS020825	hard_palate	6
smp_SRS020827	buccal_mucosa	7
smp_SRS020829	attached_keratinized_gingiva	5
smp_SRS020831	palatine_tonsils	2
smp_SRS020833	throat	3
smp_SRS020835	supragingival_plaque	8
smp_SRS020837	subgingival_plaque	9
smp_SRS020839	left_retroauricular_crease	10
smp_SRS020842	right_retroauricular_crease	11
smp_SRS020843	left_antecubital_fossa	13
smp_SRS020845	right_antecubital_fossa	14
smp_SRS020847	anterior_nares	12
smp_SRS020869	stool	0
smp_SRS020877	saliva	4
smp_SRS020881	tongue_dorsum	1
smp_SRS020883	hard_palate	6
smp_SRS020885	buccal_mucosa	7
smp_SRS020887	attached_keratinized_gingiva	5
smp_SRS020889	palatine_tonsils	2
smp_SRS020891	throat	3
smp_SRS020893	supragingival_plaque	8
smp_SRS020895	subgingival_plaque	9
smp_SRS020897	left_retroauricular_crease	10
smp_SRS020899	right_retroauricular_crease	11
smp_SRS020901	left_antecubital_fossa	13
smp_SRS020903	right_antecubital_fossa	14
smp_SRS020905	anterior_nares	12
smp_SRS020926	stool	0
smp_SRS020934	saliva	4
smp_SRS020938	tongue_dorsum	1
smp_SRS020940	hard_palate	6
smp_SRS020942	buccal_mucosa	7
smp_SRS020944	attached_keratinized_gingiva	5
smp_SRS020946	palatine_tonsils	2
smp_SRS020948	throat	3
smp_SRS020950	supragingival_plaque	8
smp_SRS020952	subgingival_plaque	9
smp_SRS020954	left_retroauricular_crease	10
smp_SRS020956	right_retroauricular_crease	11
smp_SRS020958	left_antecubital_fossa	13
smp_SRS020962	anterior_nares	12
smp_SRS020983	stool	0
smp_SRS020991	saliva	4
smp_SRS020995	tongue_dorsum	1
smp_SRS020997	hard_palate	6
smp_SRS020999	buccal_mucosa	7
smp_SRS021001	attached_keratinized_gingiva	5
smp_SRS021003	palatine_tonsils	2
smp_SRS021005	throat	3
smp_SRS021007	supragingival_plaque	8
smp_SRS021009	subgingival_plaque	9
smp_SRS021011	left_retroauricular_crease	10
smp_SRS021013	right_retroauricular_crease	11
smp_SRS021015	left_antecubital_fossa	13
smp_SRS021017	right_antecubital_fossa	14
smp_SRS021019	anterior_nares	12
smp_SRS021065	stool	0
smp_SRS021073	saliva	4
smp_SRS021077	tongue_dorsum	1
smp_SRS021079	hard_palate	6
smp_SRS021081	buccal_mucosa	7
smp_SRS021083	attached_keratinized_gingiva	5
smp_SRS021085	palatine_tonsils	2
smp_SRS021087	throat	3
smp_SRS021089	supragingival_plaque	8
smp_SRS021091	subgingival_plaque	9
smp_SRS021093	left_retroauricular_crease	10
smp_SRS021095	right_retroauricular_crease	11
smp_SRS021101	anterior_nares	12
smp_SRS021103	vaginal_introitus	15
smp_SRS021105	mid_vagina	16
smp_SRS021107	posterior_fornix	17
smp_SRS021109	stool	0
smp_SRS021117	saliva	4
smp_SRS021121	tongue_dorsum	1
smp_SRS021123	hard_palate	6
smp_SRS021125	buccal_mucosa	7
smp_SRS021127	attached_keratinized_gingiva	5
smp_SRS021129	palatine_tonsils	2
smp_SRS021131	throat	3
smp_SRS021133	supragingival_plaque	8
smp_SRS021135	subgingival_plaque	9
smp_SRS021137	left_retroauricular_crease	10
smp_SRS021139	right_retroauricular_crease	11
smp_SRS021143	right_antecubital_fossa	14
smp_SRS021145	anterior_nares	12
smp_SRS021147	vaginal_introitus	15
smp_SRS021149	mid_vagina	16
smp_SRS021151	posterior_fornix	17
smp_SRS021175	stool	0
smp_SRS021183	saliva	4
smp_SRS021187	tongue_dorsum	1
smp_SRS021189	hard_palate	6
smp_SRS021191	buccal_mucosa	7
smp_SRS021193	attached_keratinized_gingiva	5
smp_SRS021195	palatine_tonsils	2
smp_SRS021197	throat	3
smp_SRS021199	supragingival_plaque	8
smp_SRS021201	subgingival_plaque	9
smp_SRS021203	left_retroauricular_crease	10
smp_SRS021209	right_antecubital_fossa	14
smp_SRS021211	anterior_nares	12
smp_SRS021213	vaginal_introitus	15
smp_SRS021215	mid_vagina	16
smp_SRS021217	posterior_fornix	17
smp_SRS021241	stool	0
smp_SRS021249	saliva	4
smp_SRS021253	tongue_dorsum	1
smp_SRS021255	hard_palate	6
smp_SRS021257	buccal_mucosa	7
smp_SRS021259	attached_keratinized_gingiva	5
smp_SRS021261	palatine_tonsils	2
smp_SRS021263	throat	3
smp_SRS021265	supragingival_plaque	8
smp_SRS021267	subgingival_plaque	9
smp_SRS021269	left_retroauricular_crease	10
smp_SRS021271	right_retroauricular_crease	11
smp_SRS021275	right_antecubital_fossa	14
smp_SRS021277	anterior_nares	12
smp_SRS021279	vaginal_introitus	15
smp_SRS021281	mid_vagina	16
smp_SRS021283	posterior_fornix	17
smp_SRS021304	stool	0
smp_SRS021312	saliva	4
smp_SRS021316	tongue_dorsum	1
smp_SRS021318	hard_palate	6
smp_SRS021320	buccal_mucosa	7
smp_SRS021322	attached_keratinized_gingiva	5
smp_SRS021324	palatine_tonsils	2
smp_SRS021326	throat	3
smp_SRS021328	supragingival_plaque	8
smp_SRS021330	subgingival_plaque	9
smp_SRS021332	left_retroauricular_crease	10
smp_SRS021334	right_retroauricular_crease	11
smp_SRS021338	right_antecubital_fossa	14
smp_SRS021340	anterior_nares	12
smp_SRS021364	stool	0
smp_SRS021372	saliva	4
smp_SRS021376	tongue_dorsum	1
smp_SRS021378	hard_palate	6
smp_SRS021380	buccal_mucosa	7
smp_SRS021382	attached_keratinized_gingiva	5
smp_SRS021384	palatine_tonsils	2
smp_SRS021386	throat	3
smp_SRS021388	supragingival_plaque	8
smp_SRS021390	subgingival_plaque	9
smp_SRS021394	right_retroauricular_crease	11
smp_SRS021396	left_antecubital_fossa	13
smp_SRS021398	right_antecubital_fossa	14
smp_SRS021400	anterior_nares	12
smp_SRS021402	vaginal_introitus	15
smp_SRS021404	mid_vagina	16
smp_SRS021406	posterior_fornix	17
smp_SRS021427	stool	0
smp_SRS021435	saliva	4
smp_SRS021439	tongue_dorsum	1
smp_SRS021441	hard_palate	6
smp_SRS021443	buccal_mucosa	7
smp_SRS021445	attached_keratinized_gingiva	5
smp_SRS021447	palatine_tonsils	2
smp_SRS021449	throat	3
smp_SRS021451	supragingival_plaque	8
smp_SRS021453	subgingival_plaque	9
smp_SRS021455	left_retroauricular_crease	10
smp_SRS021457	right_retroauricular_crease	11
smp_SRS021459	left_antecubital_fossa	13
smp_SRS021461	right_antecubital_fossa	14
smp_SRS021463	anterior_nares	12
smp_SRS021484	stool	0
smp_SRS021492	saliva	4
smp_SRS021496	tongue_dorsum	1
smp_SRS021498	hard_palate	6
smp_SRS021500	buccal_mucosa	7
smp_SRS021502	attached_keratinized_gingiva	5
smp_SRS021504	palatine_tonsils	2
smp_SRS021506	throat	3
smp_SRS021508	supragingival_plaque	8
smp_SRS021510	subgingival_plaque	9
smp_SRS021512	left_retroauricular_crease	10
smp_SRS021514	right_retroauricular_crease	11
smp_SRS021516	left_antecubital_fossa	13
smp_SRS021520	anterior_nares	12
smp_SRS021541	stool	0
smp_SRS021549	saliva	4
smp_SRS021553	tongue_dorsum	1
smp_SRS021555	hard_palate	6
smp_SRS021557	buccal_mucosa	7
smp_SRS021559	attached_keratinized_gingiva	5
smp_SRS021561	palatine_tonsils	2
smp_SRS021563	throat	3
smp_SRS021565	supragingival_plaque	8
smp_SRS021567	subgingival_plaque	9
smp_SRS021569	left_retroauricular_crease	10
smp_SRS021571	right_retroauricular_crease	11
smp_SRS021573	left_antecubital_fossa	13
smp_SRS021575	right_antecubital_fossa	14
smp_SRS021577	anterior_nares	12
smp_SRS021601	stool	0
smp_SRS021609	saliva	4
smp_SRS021613	tongue_dorsum	1
smp_SRS021615	hard_palate	6
smp_SRS021617	buccal_mucosa	7
smp_SRS021619	attached_keratinized_gingiva	5
smp_SRS021621	palatine_tonsils	2
smp_SRS021623	throat	3
smp_SRS021625	supragingival_plaque	8
smp_SRS021627	subgingival_plaque	9
smp_SRS021629	left_retroauricular_crease	10
smp_SRS021631	right_retroauricular_crease	11
smp_SRS021633	left_antecubital_fossa	13
smp_SRS021635	right_antecubital_fossa	14
smp_SRS021637	anterior_nares	12
smp_SRS021639	vaginal_introitus	15
smp_SRS021641	mid_vagina	16
smp_SRS021643	posterior_fornix	17
smp_SRS021664	stool	0
smp_SRS021672	saliva	4
smp_SRS021676	tongue_dorsum	1
smp_SRS021678	hard_palate	6
smp_SRS021680	buccal_mucosa	7
smp_SRS021682	attached_keratinized_gingiva	5
smp_SRS021684	palatine_tonsils	2
smp_SRS021686	throat	3
smp_SRS021688	supragingival_plaque	8
smp_SRS021690	subgingival_plaque	9
smp_SRS021692	left_retroauricular_crease	10
smp_SRS021694	right_retroauricular_crease	11
smp_SRS021696	left_antecubital_fossa	13
smp_SRS021698	right_antecubital_fossa	14
smp_SRS021700	anterior_nares	12
smp_SRS021724	stool	0
smp_SRS021732	saliva	4
smp_SRS021736	tongue_dorsum	1
smp_SRS021740	buccal_mucosa	7
smp_SRS021742	attached_keratinized_gingiva	5
smp_SRS021744	palatine_tonsils	2
smp_SRS021746	throat	3
smp_SRS021748	supragingival_plaque	8
smp_SRS021750	subgingival_plaque	9
